23 de octubre de 2018,50,Un clásico,"No se puede dejar de visitar. La pizza es un poco bomba, pero está buenísima. Recomiendo pedir poco, porque son enormes, y aún así, no es raro que sobre y te la puedas llevar."
22 de octubre de 2018,40,Muy bueno pero lento,"Es un gran lugar, con buena atención, la pizza deliciosa (les recomiendo Meat and more meat) tardan aprox. 40 minutos en servirte y es caro (mediana con 8 pedazos 40 dólares). También está súper lleno de personas y hay que esperar un buen rato."
22 de octubre de 2018,50,Excelente atención y sabor,"Tenía bastante tiempo de no acudir a comer a este restaurante y me encontré con que mantiene el sabor y la calidad, cada visita a Chicago es visita obligada a Giordano’s"
17 de octubre de 2018,30,Buena pizza,"Es un sitio súper lleno, tienes que esperar aproximadamente una hora para que te sirvan tu pizza Chicago style, la pizza es buena y el servicio es amable"
12 de octubre de 2018,30,Deep Dish Pizza,"Un lugar donde probar esta pizza típica de la ciudad. Después de ello creo que no merece la pena esperar una hora para probarla. Muy buena técnica de venta, espectáculo de queso, cerveza y pantallas de tv, pero una italiana está mucho mejor."
9 de octubre de 2018,40,Buena Pizza,"Conocí el local de la zona de Magnificent Mile. Buena pizza, lugar muy agradable y precios normales. Para visitar!."
3 de octubre de 2018,40,"Pizza, muy buena","Es una cadena de restaurantes especializada en pizzas: muy buenas y con la especialidad de la casa. El resultado es muy bueno. Hay que esperar para que cocinen tu pedido, lo cual indica que lo hacen personal. Recomendable !"
29 de septiembre de 2018,40,Cena Promotion in Motion,"Cena excelente en este clásico Restaurante de Chicago, un italiano de toda la vida con una comida excelente, ademas nos invitan los amigos de la empresa americana Promotion in Motion !!"
28 de septiembre de 2018,50,Lugar histórico de Chicago,"Este lugar es tal vez el más recomendado para probar la original pizza tipo Chicago, la cual es profunda con una cocción lenta, lo que hace una masa suave, de una textura delicada y claramente deliciosa. Uno de los mejores planes de compartir con amigos"
26 de septiembre de 2018,50,Me encantó,"Me encantó la pizza, de las mejores que me he comido. La atención muy buena y limpio el lugar. Lo recomiendo 100%."
21 de septiembre de 2018,40,Imperdible,La deep dish pizza de Chicago es un imperdible y Giordano’s es el lugar indicado. Si no llegas a terminarla te dan una caja para llevarla.
30 de agosto de 2018,50,Espectacular Pizza,Fuimos en busca de la famosa Deep dish pizza y nos encantó. Riquísima y el servicio muy atento. Para repetir sin duda
28 de agosto de 2018,50,Excelente comida tradicional,Te ngan en cuenta que la tipica pizza demora 45 en prepaparse Excelente atención y riquisima comida!
27 de agosto de 2018,50,La pizza es delicioso y el servicio súper bueno,La pizza es deliciosa !!! El lugar súper lindo !! Y el personal es súper amable!! Perfecto para un sábado en la tarde!
26 de agosto de 2018,20,Malo,"La vdd es que este lugar tiene una fama que hace que todo el mundo venga Pero el servicio es muy malo, y la comida meh"
22 de agosto de 2018,50,La mejor pizza de queso,La pizza es deliciosa pero muy grande. No hay necesidad de pedir demasiado. El postre de la galleta con helado es muy rico así como el sampler de entrada. La pizza se demora 45 min así q es mejor pedir entrada.
22 de agosto de 2018,40,Buen lugar para comer pizza!,opción interesante para probar la típica pizza de Chicago. Siempre está lleno pero tienen un sistema de encargo previo de pizzas que hace que sea bastante ágil. Camareros muy agradables
9 de agosto de 2018,50,Muy bien,"Lo que te dicen se queda corto. Solo hay que tener paciencia por que la pizza tarda 45 minutos. Cuando llega a tu mesa es un deleite pero cuidado por que son enormes, con una chica comen tres o cuatro personas."
8 de agosto de 2018,50,TOP,"Espectacular la pizza!!! Pero ya puedes llegar con hambre, aunque si no te la terminas te la puedes llevar a casa."
6 de agosto de 2018,50,Delicioso,La pizza la mejor de Chicago es muy buena el servicio excelente y el costo me pareció razonable como como 3 veces de lo buena q estuvo la recomiendo mucho
5 de agosto de 2018,40,Muy buena,"Buen servicio y excelente calidad en todo, lleva tiempo para esperar pero vale la pena la espera, no te lo pierdas."
31 de julio de 2018,50,Delicioso,"Gran variedad para elegir, el sabor delicioso, solo un poco tardado al llegar y asignar mesa y al momento de ordenar una pizza que no es deep dish. Pero nada grave."
30 de julio de 2018,40,Con tiempo,Delicioso ! Pero hay que ir con tiempo y con paciencia ... Pues tarda al menos entre 40 minutos y una hora en el servicio
30 de julio de 2018,40,Muy buena opción,"El lugar es agradable, sumamente concurrido. Los precios, convenientes. La pizza: ESPECTACULAR... Tardan un poco en servir la pizza al sartén; hay que ir con tiempo"
29 de julio de 2018,30,Muy tardados!,"Es una pizzería muy famosa pero te hacen esperar mucho tiempo, más de una hora por una pizza y aunque el sazón es bueno, no sé si vale la pena."
29 de julio de 2018,50,Brutal,"Solo puedo decir que es visita obligatoria. Súper rico todo! La atención muy buena, son muy contundentes por lo que para dos o tres aconsejo la de tamaño small"
25 de julio de 2018,50,Boooomba pizzera!!,"Es una bomba pero esta riquísima, comes por gula incluso. Fuimos recomendados por ser la ""mejor pizza"" y no decepciona. Sabíamos que tamaño había que pedir y quedamos satisfechos. De precio un poco elevado pero considerando el tamaño. De la pizza esta bien."
19 de julio de 2018,50,Giordano’s Pizzeria,Excelentes pizzas de todo tipo y variedad de ingredientes para elegir. Las porciones son muy abundantes y ricas. Recomendable
8 de julio de 2018,50,Buen lugar de comida italiana,Recomiendo ampliamente que pidas una pizza de especialidad ... nosotros pedimos la Chicago con unos calamares fritos de entrada la pasamos muy bien Es una cadena con varios lugares para poder visitarlo en la cuidad
24 de junio de 2018,30,Pizza típica chicaguense,"Están ricas y me gustó que son diferentes a las que estamos acostumbrados aquí, parecen una tarta. Llenan bastante, nos pedimos la familiar y nos sobró mucho. Te dan el cartón para llevártelo. Mucha paciencia, tardan unos 45 minutos en hacerla."
24 de junio de 2018,40,PIZZERÍAS TÍPICAS CHICAGO,"El mejor lugar para comer la típica Pizza de Chicago. Si no vas temprano mejor reservar, precios más q razonables, ATENCION muy profesional."
14 de junio de 2018,20,No tires tu dinero,"La famosa deepdish pizza no es más que queso y salsa totalmente insípido sin sabor y ni siquiera el pan de la pizza es bueno, 45 minutos para esperar tu pizza"
11 de junio de 2018,50,Sorprendente,"Para mi opinión y de mi familia la mejor pizza de Chicago, no nos tocó hacer fila, la atencion fue de primera. Recomendamos visitar al estar acá"
3 de junio de 2018,40,Pizza típica enorme,"Un buen lugar sin pretensiones para degustar la tipica pizza de varios pisos. Recomendaría la ""chicago special"". No os dejará indiferentes! No se puede reservar pero el lugar es muy amplio. Nosotros fuimos un sábado sin problemas"
1 de junio de 2018,50,Check In obligatorio,"Una pizza con un estilo dofetente,pero excelente sabor. Hay otras opciones para comer pizza de este estilo en Chicago, cómo pizza uno o pizza fue (son del mismos estilo)."
31 de mayo de 2018,40,Pizza extraña pero rica...,"Pizza al estilo Chicago... Masa de tarta... Mezcla pizza con media tonelada de queso y salsa... Muy rica, dentro del estilo de pizza... Además hay buena birra y platos. Sumando platos... Sale salado!"
21 de mayo de 2018,50,Chicago,"Se dice que si estás en Chicago debes de ir a este restaurante y así hicimos, es una pizza gigante la masa nunca la había probado así. Repetiría"
14 de mayo de 2018,50,Pizza exquisita!,"Demasiado sabor en una pizza es inmejorable, un derroche de queso en cada mordisco aunque prepárense para el largo tiempo de espera, entre 40 mins a 1 hora."
1 de mayo de 2018,50,"Excelente pizza, vayan con tiempo",Una de las mejores pizzas que he probado. Las porciones son enormes asi que con una chica alcanza para 3 personas. Tengan en cuenta la espera y hagan una pre-order.
29 de abril de 2018,50,deep dish,"la mejor deep disc pizza de chicago, super recomendado es algo super tradicional, el lugar super lindo y hermoso, hay que ir si o si"
22 de abril de 2018,30,"Rico pizza, pesima atencion","Comimos la pizza tradicional Giordanos, muy rica y abundante la atencion muy mala, tardaron 10 minutos hasta atendernos y desp la comida tardo 1 hora hasta que no las servieran, precio normal"
9 de abril de 2018,50,Regali,Regalo graduación de mi hijo. Un lugar con muy buena atención y excelente comida. Lugar con buena alimentación y
27 de marzo de 2018,50,La mejor,"Después de probar algunas opciones de pizza estilo “Chicago”, Giordanos es..... sin duda LA MEJOR. La atención del personal impecable y el gerente siempre atento."
11 de marzo de 2018,50,No te puedes perder la Deep Pizza,Si va a Chicago no te puedes perder la famosa Deep Pizza de Giordano's. Increíble pizza de casi 5 cm de grosor. Es un lugar imprescindible.
24 de febrero de 2018,50,Imperdible,Imperdible... es una de las pizzerías más famosas de la ciudad y por lo tanto no lo puedes perder. Hay muchas alrededor de la ciudad asi q no te preocupes ... por donde estes encontrarás una cerca
21 de febrero de 2018,40,La mejor pizza deep dish,"Sencillamente espectacular. Si vas a Chicago debes ir a algún Giordano's a probar la chicago pizza deep dish. La masa es suave, crocante. Delgada. Rellena de verduras u salsa. Recomendado"
20 de febrero de 2018,20,Engañoso,Pedimos una pizza para cuatro personas y nos avisan que tardan 45m en hacerla! Que si que queremos pidamos ensaladas para hacer tiempo. Atónitos nos levantamos y nos fuimos sin dudarlo. Nadie tarda 45m en hacer una pizza. Un engaño para sacarte el dinero
5 de febrero de 2018,50,Pizza estilo Chicago,"Pizza y restaura6tn estilo Chicago, muy llenadora por cierto mi hijo con dos rebanadas tuvo lo cual es sorprendente. Muy buen sazón y dan la opción de ricas ensaladas además de las pizzas y pudimos compartir un rico café."
11 de enero de 2018,50,La mejor pizza Deep Dish del mundo,Sin lugar a dudas la mejor Pizza Deep Dish del mundo!! El Sándwich de Albóndigas tambien es algo superior! 100% recomendado. Es imprescindible visitar Giordano’s al visitar Chicagos.
8 de enero de 2018,50,La pizza de chicago,"Es el almuerzo obligado. Las pizzas, sean las finitas i la típica de Giordanos (más gruesa) son exquisitas. El personal es súper atento. Nosotros también comimos calamaris de entrada, muy recomendable."
29 de diciembre de 2017,30,Nada del otro mundo,"Es una pizza más de las de Usa, para los que viajamos desde Argentina, no es nada especial. Pero, todo suma"
26 de diciembre de 2017,40,Hay que probar estas pizzas,"Especialista en pizzas estilo Chicago, la masa está rellena dé queso.Están buenas, hay que tener cuidado al pedir porque hartan mucho.El servicio bien aunque un poco lento.Hay sucursales de este restaurante por toda la ciudad."
22 de diciembre de 2017,40,"Lugar agradable, buena comida.","Lugar agradable, buena comida. Menú variado, personal muy amable. Tiempo de espera 30 minutos o más. Siempre está lleno."
10 de diciembre de 2017,50,La mejor pizza,"No puedo olvidarla y volvería a Chicago para comer esta pizza tan deliciosa! Probamos otros restaurantes con concepto similar pero por mucho Giordano’s ganó, el lugar es agradable y los precios razonables 🙂"
10 de diciembre de 2017,30,Excelente stuff pizza,"Clásico lugar para degustar la famosa pizza rellena de Chicago, mejor ir con hambre pues las raciones son abundantes!"
6 de diciembre de 2017,50,Un lugar que no puedes dejar de visitar,"Esta pizzería/Bar, es un lugar que no puedes dejar de visitar cuando vayas a Chicago. La pizza es excelente, la comida y ensaladas por igual y sobre todo el servicio del personal y la rapidez con que te sirven."
29 de noviembre de 2017,50,👌 muy bueno,"La comida deliciosa, la atencion excelente y un amplio menu. Mi novio y yo pedimos la famosa deep dish pizza y spaghetti. La mejor pizza de todo Chicago! Espero poder visitar este restaurante en un futuro"
24 de noviembre de 2017,40,Tipica deep pizza de Chicago,Fuimos a comer la típica pizza de Chicago. Una pizza profunda con mucho queso. Para probar una vez en la vida.
19 de noviembre de 2017,40,Excelente pizza,Acudimos con nuestra familia que vive en Chicago y las pizzas con muy buen sabor y el lugar muy agradable la pasamos bien!!
19 de noviembre de 2017,40,Vacasiones.,"Muy rica la comida,la ensalada de la casa me encanto y la pizza esta deliciosa, un amigo me recomendó este lugar y pensé vamos a probar y ahora soy yo la que lo recomienda, todo muy rico y el personal amable."
19 de noviembre de 2017,40,Reposición de hidratos en toda regla,"Fuimos a comer allí después de la maratón de Chicago! Pedimos la clásica y estaba impresionante, no se hace para nada pesada y repones energía pero bien. El sitio estaba muy limpio y la atención fue correcta."
13 de noviembre de 2017,50,Delicioso!!!!!,"Deliciosa pizza!!!!! Original y diferente, tienen que probarla!!!! Ambiente familiar y súper concurrido, hay que ser pacientes para tener una mesa pero lo vale 100%"
12 de noviembre de 2017,50,Que Pizza!!!!!,"Muy rico, lleguen con hambre porque vale la pena todo esa pizza, si vas por ella no recomiendo pedir nada en lo que la esperas aunque son 45 minutos para que la puedas disfrutar!!! Esperenlaaaaaa es una delicia si es muy rica!!"
8 de noviembre de 2017,50,"Delicioso, no puedes dejar de ir","Verdaderamente delicioso, la pizza nos encanto al igual que la lasagna. Nos atendieron de manera muy amable."
7 de noviembre de 2017,50,Unica,"Esta pizza es única en su especie, es deliciosa, ni pueden dejar de visitar esta emblemática pizzería de la ciudad, es diferente a todas las pizzas y las entradas son de lujo."
31 de octubre de 2017,30,Mucha expectativa para lo que es,"La pizza clásica se demora 45 minutos en salir, no me pareció que valió la pena la espera y son bien grandes"
24 de octubre de 2017,40,Muy rica pizza 🍕,"Es un restaurante con mucha historia en la ciudad, lo encuentras en muchos lugares, no es necesario reservar, la pizza es muy buena, se demoran aproximadamente 45 minutos en llevarte la pizza a la mesa pero vale la pena."
23 de octubre de 2017,40,deliciosa pizza y ambientacion,"Muy buena ambientación del local, muy limpio. Muy rica cerveza y la pizza especial (deep dish pizza) es una bomba!!!"
19 de octubre de 2017,40,Típico y recomendable,"Hay varios por la ciudad. Local agradable, atención muy correcta, y te puedes comer la típica deep pizza chicagüense , aunque como buen italiano, la pasta también la hace buena."
17 de octubre de 2017,40,Valió la espera,"Alrededor de hora y quince de espera por la mesa, la ventaja es que mientras tanto podés tomarte una cerveza o lo que te guste. La pizza es muuuuy buena pero pesadita."
8 de octubre de 2017,30,No es la mejor de Chicago!,Es una visita obligada por su historia y trayectoria pero no es la mejor pizza de Chicago. Sin embargo hay que resaltar que tienen una gran variedad de opciones en la carta.
6 de octubre de 2017,30,Solo para saber de qué se trata,"Si esperas comer Pizza no vayas , pero merece la pena probarla ya que es tradicional de Chicago . Es más parecida a una tarta que a una pizza . El lugar es agradable pero siempre hay espera"
3 de octubre de 2017,50,La mejor pizza que he comido en mi vida!!!,"Pidan la deep dish pizza, tarda 45 minutos pero vale totalmente la espera. Tiene abundante queso! El pan al ajo muy rico también. Las gaseosas te las rellenan de cortesía."
2 de octubre de 2017,50,Sencillamente ALUCINANTE!!,"En definitiva, no puedes ir a Chicago y no comer pizza en este lugar!! La classic Chicago... es una joya, deliciosa y suculenta!! Tienes que ir!"
30 de septiembre de 2017,50,La mejor pizza de Chicago,"Muy buenas pizzas estilo Chicago , muy limpio el lugar, cómodo , la atención espectacular, elegante y buen servicio ."
21 de septiembre de 2017,40,Pizza rellena,"Deliciosa pizza tradicional, pedimos la carnívora estaba deliciosa... entre cuatro no pudimos terminar una mediana. Realmente llenadora"
20 de septiembre de 2017,40,Un lugar para comer,Un lugar para comer si tus expectativas no son muchas. Parece un lugar de comida rápida. La atención es muy lenta. La pasta regular. No es mala pero hay lugares mejores en Chicago
19 de septiembre de 2017,40,Cadena Prestigiosa,"Todo bien en este local, comimos muy bien y degustamos una rica birra, el garzon nos atendió super bien y nos dio unos consejos sobre la ciudad, sobre la comida la pizza estaba grotesca, deliciosa, todo excelente."
19 de septiembre de 2017,40,Buena,Clásico restaurante con tradición en la elaboración de pizzas. Largas filas y precio elevado. Sin embargo buen sabor de la comida
18 de septiembre de 2017,50,SUPER PIZZA!,"Me encanto la pizza es realmente super rica, solo que las porciones son muy grandes así que si eres de buen comer te viene bien pero si no, ten cuidado al ordenar ya que tendrás mucha comida para llevar."
17 de septiembre de 2017,30,Visita obligada,Si no te gusta mucho el picante o la comida fuerte pedir la pizza de queso. Tener en cuenta que tardan en traer la comida una hora !!!!!!!
12 de septiembre de 2017,50,Buena Pizza,"Excelente lugar cuando se trata de comer una buena pizza, las atenciones son muy buena. el lugar es bien amplio y muy bien cuidado."
11 de septiembre de 2017,40,Excelente pizza,"Muy buen lugar, la pizza es espectacular, es parada reglamentaria en Chicago!!! Cuidado al pedir porq realmente es muy grande la pizza!!!! Pide la clásica de Chicago!!!! Buena bebida .... buenas ensaladas.... postre.... no pedimos porq la pizza era muy grande"
9 de septiembre de 2017,50,Hay que ir,Si o si.. hay que ir y comer la pizza típica de Chicago. Cuidado con las raciones ya que son enormes !!! Disfrutamos con la comida
8 de septiembre de 2017,50,Riquísima!,Las pizzas son riquisimas. Con mi familia solo pedimos para llevar ya que la cantidad de gente era enorme y no había lugar.
6 de septiembre de 2017,40,Riquisima,"Un lugar con encanto, buen ambiente y bastante amables. Pedimos unas ensaladas y una deep dish pizza pequeña, eramos 2 y podrían haber comido 4. El precio de las pizzas es un poco elevado, pero venir a Chicago y no probarlas es delito."
6 de septiembre de 2017,40,Exelente,"Muy buena pizza , diferente a las demás!!! Solo el tiempo de espera es algo tardío, pero vale la pena!!!con una mediana completas para 3 personas muy basta y diferente la presentación !!!"
6 de septiembre de 2017,40,Tremendas pizzas,"Pizzas de gran tamaño, además de platos de pasta variados y otros entrantes. El tiempo de espera puede ser largo pero merece la pena."
4 de septiembre de 2017,30,Mucha fama,"No digo que esten mal, pero no para la fama que tienen, como experiencia puede valer una visita, pero no para repetir. Mucho tiempo de espera."
31 de agosto de 2017,30,Muy normal.,No fue una gran experiencia como esperábamos. La pizza fue muy normal y nada increíble. Mi hija todavía recuerda que esa pizza no le gusto nada. Igual nos equivocamos de pizza.
28 de agosto de 2017,50,INCREIBLE,"Jamás había comido una pizza tan deliciosa como esta, sencillamente es increible, es perfecta, además el ambiente de local es muy bueno y el personal que te atiende es profesional, atento y educado. Inolvidable!!"
19 de agosto de 2017,10,Pesimo servicio..,Pesimo servicio... tardaron casi 1 hra en entregar la pizza.. la mesa no estaba limpia... los meseros no estaban organizados y el sabor muy promedio.. y caro para todas las malas atenciones .. muy decepcionada
17 de agosto de 2017,50,Pizza riquísima,Es un restó que debes visitar. Sus pizzas son muy ricas y originales. Excelente servicio y muy buenos sus locales.
13 de agosto de 2017,40,Muy buenas,"Me encantan las pizzas y estás están muy buenas, lo malo es la espera y las pizzas estilo Chicago son muy masudas Y demasiado grandes pero muy buenas"
11 de agosto de 2017,50,No las mejores,"En mi punto de vista todo restaurant que se comvierte en cadena termina por arruinar la calidad de los alimentos, edte es el csso de Giordano's, la masa es seca he insipida, asi como la salsa de tomate la que no tienw un gran sabor."
11 de agosto de 2017,50,La mejor pizza que he comido en mi vida!!,Parada obligada en Chicago!!! La mejor pizza que he comido en mi vida. No tengo palabras para describirla.
3 de agosto de 2017,50,Pizzas riquìsimas,"Pedimos la tradicional deep dish pizza y una de masa delgada, las dos deliciosas. La señorita que nos atendió fue muy amable y cuando comenzó a llover nos reservó una mesa al interior para que no nos mojáramos."
24 de julio de 2017,50,Pizzas riquisimas,"Las pizzas son una delicia, muy gruesas y bien hechas, con muchos ingredientes servidos en abundancia. Para repetir."
23 de julio de 2017,40,"Pizza, tradición de Chicago","Una Pizzeria tradicional en Chicago donde se come muy bien, silo hay que tener paciencia porque hay que esperar, pero la espera es agradable en la barra con gaseosa con recarga las veces que quieras y muy buenas cervezas."
14 de julio de 2017,40,Vamos a comer pizza,La pizza es muy muy sabrosa . Es necesario disponer de tiempo suficiente ya que se necesita tiempo para esperar mesa y para la preparación de la pizza . También tienen otros alimentos sabrosos
13 de julio de 2017,10,Imposible visitarlo,"imposible visitarlo, fui dos veces en diferentes sucursales y en una me ponían en lista de espera de 45 a 50 minutos y en la otra me pedían esperar una hora, asi como?"
12 de julio de 2017,30,Tardan Mucho,El piso estaba lleno de grasa. Cuando caminaba se resbalaba de la grasa que habia. Tardaron demasiado en 3 pizzas (casi 2 horas). No creo volver.
11 de julio de 2017,50,La mejor pizza en Chicago.,"Todo el tiempo tiene el mismo sabor y la misma frescura en sus ingredientes, Yo no he probado otra pizza mejor que Giordanos. Lou Malnatis es buena, pero no le gana a Giordanos."
1 de julio de 2017,40,Algo totalmente diferente,Probamos la pizza especialidad de la casa y la recomiendo ampliamente al igual que las ensaladas y alitas. Excelente servicio.
30 de junio de 2017,40,La pizza!!!!!!,"Fuimos con mi esposo, la preparacion de las pizzas demoran aproximadamente una hora pero vale la pena la espera, esta la pizza tipa de Chicago o la de masa fina, inmejorable. La atencion del personal es muy buena"
30 de junio de 2017,30,No pidan pizza personal,"Me las recomendaron mucho y no dude en ir el primer día, se tardaron 1 hr en tenerme mi pizza y muy mala. Su pretexto fue que era pizza personal y que casi todos piden ese tamaño!!! Creo no es pretexto!!!"
30 de junio de 2017,50,Deep & espectacular,"Ya nos habían hablado de las Deep pizzas de Chicago, pero sobrecumplieron expectativas, nos avisaron de que había que esperar 40 minutos pero sin singun problema, cada bocado delicioso!Ir!"
28 de junio de 2017,50,La mejor pizza de Chicago!!,"Fuimos con amigos americanos por qué es un lugar fuera de los sitios turísticos. Es uno de lo restaurantes más antiguos de la ciudad y su pizza es muy famosa, tarda 45 minutos en prepararse.. merece la pena esperar. Altamente recomendable"
28 de junio de 2017,50,La pizza de Chicago,Tanto escuchamos sobre Giordano's finalmente fuimos a comer la famosa pizza. Muy rica. Existe la opción de masa fina o la tradicional u típica de giordano's. No nos decepcionó. El personal muy amable.
23 de junio de 2017,50,Pizza deliciosa,La comida es deliciosa. Las variedades de Chicago dish pizza son muy buenas. Hay muchos hispanoparlantes y la atención es muy amable. Un lugar tradicional para ir en Chicago
14 de junio de 2017,50,Delicioso!,"Las mejores pizzas que he comido!!! Se tardan en prepararlas pero vale la pena!!! Son únicas, sobretodo después de visitar el skydeck (están casi en la esquina)"
12 de junio de 2017,40,"La pizza simplemente deliciosa, en cuanto al servicio, regular.","El lugra cuando llegue contaba con una lista de espera de 45 min, sin embargo, yo iba a comer sola y queria ver si en el bar o en alguna mesa me podría sentar más fácil por ser sólo una persona. Los que te"
9 de junio de 2017,30,Espera de 50 minutos,"la pizza muy rica ,pero ir sin hambre ,apenas pedis 50 minutos de espera ,no es para mi . Hay varias pizzas parecidas por todo chicago y llegan mas rapido."
7 de junio de 2017,30,Normalito,"Fui con muchas expectativas de comer una pizza que me asombrara y termine comiendo una pizza con características normales y sin mucho agrado la masa ,he comido mejores pizzas"
2 de junio de 2017,50,Super Pizza,"La Pizza mas deliciosa que he provado jamas, tardan un poco por el tipo de Pizza, pero vale la pena la espera. Muy recomendable"
1 de junio de 2017,40,Almuerzo,"Excelente pizza y abundante en cantidad, la mediana es suficiente para tres y al que no le gusta la pizza de Chicago puede optar por la otra masa, Muy buen servicio y enorme el lugar, La ensalada enorme y con un prosciutto espectacular"
28 de mayo de 2017,40,Rico y abundante,"Comimos la pizza Pie que es lo especial de la cadena. Es más una tarta que una pizza , pero muy rica !!! Más que abundante... el ambiente agradable. La atención buena."
27 de mayo de 2017,50,You have to try this!!😊,"Definitivamente algo a probar!!! Barbecue chicken DEEP DISH PIZZA!!!! Necesitarás un gran estomago o muchos amigos para compartirla pero vale la total Pena, no dudes en probarla!!"
21 de mayo de 2017,30,Atención muy lenta.,"Más de una hora para servir una pizza. Mucha publicidad y realmente, nada extraordinario. Es famosa la pizza alta, pero demoran muchísimo, No se justifica la espera para comer lo que puede pedirse en otros lugares."
19 de mayo de 2017,30,No es lo que esperaba,"Asistí con unos amigos a comer y los alimentos son bastantes regulares tirándole a malos, el tiempo de espera para una deep pizza fue de 1 hora, la ventaja es la ubicación ya que está cerca de muchas atracciones"
17 de mayo de 2017,50,Imperible,"Uno de los esenciales en la visita a Chicago, el tiempo de espera es amplio en la hora de la comida, pero vale demasiado la pena, al apartar la mesa, te ofrecen la opción de ir pidiendo tu pizza para prepararla!!"
17 de mayo de 2017,50,Visita obligada,"Excelente opción. Deliciosas, muy buen servicio solo un poco lento. Siempre hay mucha gente, pero vale la pena la espera. De precio accesible. Definitivamente regresaría."
9 de mayo de 2017,40,Buenas,Muy buenas e innovadoras pizzas. Buena la atención y acogedor el lugar! De todas maneras hay que pedir la pizza Chicago
8 de mayo de 2017,50,La mejor pizza!!!,"Un lugar super agradable y a un buen precio, la pizza es excelente y cuentas con refill de refresco. Fuimos 3 personas y cenamos delicioso y abundante y pagamos algo asi como $70 por los 3."
7 de mayo de 2017,50,Pizza estilo Chicago,"Pizza. Pura pizza. Local donde tomar la pizza estilo Chicago. Siempre está lleno, pero merece la pena. Recomendable la clásica. Pedimos también la de verduras. También merece la pena probarla. Pedimos esta de masa fina, y merece..."
7 de mayo de 2017,50,La mejor pizza!,Giordano es símbolo de la mejor pizza en Chicago. Y si te gustó cuando pases por Las Vegas puedes repetir jeje. Cenamos allí antes de iniciar la Ruta 66 y lo recomiendo !!
3 de mayo de 2017,40,"Pizza clásica, grasienta y deliciosa deep dish","Ir con hambre ya que los pedazos son grandes y con paciencia, ya que la cocina es algo lenta debido a que siempre hay mucha gente."
1 de mayo de 2017,30,Esperaba más!!,"Fui a descubrir la deep Chicago pizza y no me pareció para tanto, estilo franquicia un cinco pelado. Se puede ir perfectamente pero si lo haces te irás con mala impresión de la pizza de Chicago así que te recomiendo probar otro sitios más familiares."
28 de abril de 2017,40,Bueno aunque un poco lento,"Las pizzas personales son buenas, aunque son muy gruesas. La atención fue buena, aunque la preparación de la pizza tadó 20 min. Si tienes prisa no te conviene."
26 de abril de 2017,30,nada del otro mundo,"nada que ver con las pizzas a las que estamos acostumbrados los argentinos, lo que no quita que sean ricas. La mayoría tiene como pared, a la vista parecen tartas. Llenan"
13 de abril de 2017,50,Cenita,"Muy buena Opcion de lugar... la verdad esa noche cenamos deliciosa y ademas nos atendieron de maravilla... lo recomiendo ampliamente, tienen unos platillos de muy buen sabor"
12 de abril de 2017,40,Pizza diferente,"Tenia dudas de q estilo de pizza me encontraría , la verdad me sorprendió, muy poca maza y mucha relleno."
5 de agosto de 2019,50,"Ir con tiempo, vale la espera",Nos encantó este lugar aunque había mucha espera (casi una hora) y la pizza demora unos 20 minutos. Pero vale mucho la pena!! Delicioso!!
7 de septiembre de 2018,50,Lo diferente siempre es lo mejor,El lugar muy bueno la atención también los baños limpios las pizzas son particulares pero muy ricas sin duda volveria
27 de mayo de 2017,50,Excelente Pizza!,El tiempo de espera es larguísimo. Primero fuimos una vez y había que esperar más de una hora. Al segundo día tuvimos que esperar 35 minutos. La especialidad es el Deep Dish y es buenísimo. Los precios son buenos también.
4 de febrero de 2017,50,Buena pizza,"Muy rica pizza mejor que el Giordano's, la pizza the malnati es super recomendable !! Buen servicio con precios accesibles para Chicago !!!"
13 de septiembre de 2016,50,Para toda la familia.,"La buena mesa no tiene que ser lujosa, hay opciones como Lou Malnati´s, según mi experta personal (mi hijita) después de recorrer los restaurantes más elegantes, su opinión fue que la lasagna era LO MEJOR. Sabroso pociones abundantes sin ser excesivas."
1 de agosto de 2016,50,Lou,"Buena pizzeria estilo de Chicago, masa gruesa, queso en la base y la salsa encima. Muy buena y recomendada."
24 de julio de 2016,50,La pizza más deliciosa!!!,Todo lo que comimos estuvo delicioso!! Fue la mejor pizza que comí en Chicago... Comimos una pizza de espinaca con salami... Deliciosa!! El lugar tiene muy buen ambiente y excelente servicio!!
2 de julio de 2016,50,Little Italy in Chicago,Excelente lugar para probar las mejores pizzas en esta Ciudad: muy desnudado pero vale la pena esperar y el lugar por dentro muy bien ambientado Como La clásica pizzería italiana. Infaltable destino para cuando se busca conocer Chicago. Buena cava y excelente cocina.
2 de junio de 2016,50,Chicago style Pizza al mejor nivel,"Excelente lugar ambientado como debe haber sido cuando llegaron a instalarse a Chicago los primeros inmigrantes italianos... exquisita sopa ""minestrone di verdure"" y la pizza ""Chicago Style"" fantástica...!"
17 de mayo de 2016,40,Best deepdish Pizza,"Era mi segunda vez probando este tipo de pizza y como me la habían recomendado bastante, decidimos ir. No me arrepiento, es fantástica, a buen precio y un bonito y limpio lugar. Recomendado"
2 de mayo de 2016,40,Correcto,"La pizza es rica, pero me gusto mas la de Labriola y la de Pizzeria Uno, igual es rica pero las otras fueron superiores."
